County Name,Agency Name,County #,District #,FTE Teachers 2018-2019,Total Staff 2018-2019,Total Students 2018-2019,FTE Teachers 2020-2021,Total Staff 2020-2021,Total Students 2020-2021,FTE Teachers 2021-2022,Total Staff 2021-2022,Total Students 2021-2022
DALLAS COUNTY,GRAND PRAIRIE ISD,48113,57910,1899.92,3795.44,29200.0,1858.38,3701.97,28230.0,1871.89,3801.07,27420.0
VAN ZANDT COUNTY,GRAND SALINE ISD,48467,234904,76.99,171.35,1127.0,81.52,177.95,1115.0,85.48,185.96,1175.0
WARD COUNTY,GRANDFALLS-ROYALTY ISD,48475,238904,15.66,27.01,182.0,17.9,34.79,166.0,14.89,31.0,148.0
JOHNSON COUNTY,GRANDVIEW ISD,48251,126904,93.95,153.9,1274.0,101.17,168.1,1342.0,106.99,175.98,1374.0
GRAY COUNTY,GRANDVIEW-HOPKINS ISD,48179,90905,5.5,12.92,50.0,5.56,12.45,38.0,5.9,12.83,46.0
WILLIAMSON COUNTY,GRANGER ISD,48491,246905,37.0,68.44,446.0,38.12,73.9,449.0,40.33,79.53,506.0
TOM GREEN COUNTY,GRAPE CREEK ISD,48451,226907,93.42,173.59,1172.0,95.64,171.57,1099.0,93.98,175.37,1133.0
HOUSTON COUNTY,GRAPELAND ISD,48225,113902,46.15,84.8,573.0,47.96,102.11,605.0,46.3,102.1,632.0
TARRANT COUNTY,GRAPEVINE-COLLEYVILLE ISD,48439,220906,962.39,1875.06,13941.0,1003.2,1919.31,13935.0,991.7,1891.53,14013.0
BEXAR COUNTY,GREAT HEARTS TEXAS,48029,15835,200.6,365.47,3615.0,326.13,638.01,6642.0,463.12,1184.23,8136.0
HUNT COUNTY,GREENVILLE ISD,48231,116905,356.25,722.62,5492.0,364.2,702.58,5277.0,397.81,798.73,5325.0
MIDLAND COUNTY,GREENWOOD ISD,48329,165902,171.07,288.38,2844.0,203.61,355.9,2845.0,209.77,385.66,3089.0
SAN PATRICIO COUNTY,GREGORY-PORTLAND ISD,48409,205902,318.39,636.08,4673.0,325.58,632.31,4720.0,342.41,697.07,4736.0
LIMESTONE COUNTY,GROESBECK ISD,48293,147902,123.64,264.07,1687.0,119.7,261.56,1522.0,117.79,268.16,1546.0
CARSON COUNTY,GROOM ISD,48065,33901,18.39,30.42,163.0,18.64,32.89,137.0,18.58,33.7,143.0
TRINITY COUNTY,GROVETON ISD,48455,228901,63.88,133.4,739.0,66.35,141.42,762.0,62.45,133.64,742.0
HANSFORD COUNTY,GRUVER ISD,48195,98901,46.86,86.04,459.0,46.49,88.51,439.0,46.2,86.43,422.0
GRAYSON COUNTY,GUNTER ISD,48181,91917,92.01,226.81,969.0,98.49,256.51,1024.0,98.99,242.71,1115.0
COMANCHE COUNTY,GUSTINE ISD,48093,47903,17.45,33.87,148.0,18.51,38.9,150.0,18.42,37.97,145.0
KING COUNTY,GUTHRIE CSD,48269,135001,19.59,32.0,106.0,18.98,31.6,127.0,18.97,30.65,136.0
HALE COUNTY,HALE CENTER ISD,48189,95903,53.43,106.66,647.0,53.73,106.43,618.0,53.16,107.51,599.0
LAVACA COUNTY,HALLETTSVILLE ISD,48285,143901,79.73,164.71,1131.0,82.58,167.37,1116.0,87.53,175.9,1156.0
MARION COUNTY,HALLSBURG ISD,48309,161924,11.0,21.71,171.0,11.97,22.72,164.0,11.83,22.66,162.0
HARRISON COUNTY,HALLSVILLE ISD,48203,102904,363.04,692.46,9486.0,375.99,736.08,15267.0,376.77,756.74,19104.0
HAMILTON COUNTY,HAMILTON ISD,48193,97902,74.5,132.77,832.0,78.02,133.56,792.0,81.35,139.41,833.0
JONES COUNTY,HAMLIN COLLEGIATE ISD,48253,127903,31.36,60.65,395.0,32.38,70.84,443.0,31.67,79.97,431.0
JEFFERSON COUNTY,HAMSHIRE-FANNETT ISD,48245,123914,132.39,227.95,1934.0,140.28,249.15,1897.0,144.46,247.58,1954.0
SWISHER COUNTY,HAPPY ISD,48437,219901,25.32,45.5,259.0,26.44,47.96,269.0,25.57,49.03,259.0
LIBERTY COUNTY,HARDIN ISD,48291,146904,103.05,202.2,1430.0,110.93,223.95,1225.0,96.3,196.95,1281.0
HARDIN COUNTY,HARDIN-JEFFERSON ISD,48199,100905,161.74,306.58,2341.0,168.22,341.73,2481.0,178.57,355.03,2609.0
BEXAR COUNTY,HARLANDALE ISD,48029,15904,964.87,2111.62,14086.0,953.06,2170.89,12522.0,913.22,2157.2,12080.0
HARRISON COUNTY,HARLETON ISD,48203,102905,62.7,119.45,716.0,64.98,125.15,714.0,62.9,121.09,711.0
CAMERON COUNTY,HARLINGEN CISD,48061,31903,1249.88,2786.93,18620.0,1241.85,2744.47,17882.0,1199.06,2695.89,17037.0
UPSHUR COUNTY,HARMONY ISD,48459,230905,86.26,162.19,1097.0,90.53,175.25,1025.0,95.11,180.4,1037.0
HARRIS COUNTY,HARMONY SCHOOL OF EXCELLENCE,48201,101858,333.01,539.03,5026.0,355.71,598.29,5987.0,416.15,692.14,5896.0
HARRIS COUNTY,HARMONY SCHOOL OF SCIENCE - HOUSTON,48201,101862,236.22,387.35,3782.0,242.87,412.42,3992.0,276.09,450.41,4092.0
EL PASO COUNTY,HARMONY SCIENCE ACAD (EL PASO),48141,71806,249.41,386.0,3565.0,260.5,441.37,4141.0,316.87,494.55,4573.0
BEXAR COUNTY,HARMONY SCIENCE ACAD (SAN ANTONIO),48029,15828,296.11,494.55,4512.0,297.4,515.06,4436.0,358.02,577.4,4466.0
FORT BEND COUNTY,HARMONY SCIENCE ACADEMY,48157,101846,222.4,385.02,3312.0,227.62,393.76,3677.0,253.58,418.98,3584.0
TRAVIS COUNTY,HARMONY SCIENCE ACADEMY (AUSTIN),48453,227816,264.26,431.75,4025.0,270.38,455.84,4517.0,323.49,509.67,4225.0
GILLESPIE COUNTY,HARPER ISD,48171,86902,50.14,91.22,578.0,49.64,89.78,554.0,50.53,91.48,560.0
WILBARGER COUNTY,HARROLD ISD,48487,244901,14.19,22.4,107.0,14.2,23.75,107.0,12.92,23.65,105.0
CASTRO COUNTY,HART ISD,48069,35902,25.5,55.55,213.0,19.84,43.32,212.0,18.3,40.51,211.0
HARTLEY COUNTY,HARTLEY ISD,48205,103902,21.05,40.5,223.0,20.51,41.04,236.0,19.01,42.6,232.0
TITUS COUNTY,HARTS BLUFF ISD,48449,225907,42.42,81.02,633.0,56.81,106.71,700.0,61.58,119.43,805.0
HASKELL COUNTY,HASKELL CISD,48207,104901,65.56,114.78,566.0,63.66,110.8,550.0,59.46,106.62,537.0
WOOD COUNTY,HAWKINS ISD,48499,250902,59.98,124.04,716.0,60.75,123.82,657.0,67.42,126.18,747.0
JONES COUNTY,HAWLEY ISD,48253,127904,74.22,130.82,784.0,75.69,133.8,780.0,79.78,135.37,768.0
HAYS COUNTY,HAYS CISD,48209,105906,1247.94,2593.57,19925.0,1374.82,2831.52,20322.0,1446.4,2908.9,21405.0
ROBERTSON COUNTY,HEARNE ISD,48395,198905,67.97,154.89,821.0,71.89,159.21,721.0,68.93,174.66,741.0
DONLEY COUNTY,HEDLEY ISD,48129,65902,16.83,27.27,111.0,17.35,27.82,113.0,17.0,29.97,124.0
SABINE COUNTY,HEMPHILL ISD,48403,202903,73.01,153.34,897.0,76.0,154.0,879.0,80.94,161.22,902.0
WALLER COUNTY,HEMPSTEAD ISD,48473,237902,130.42,262.69,1585.0,117.47,246.9,1511.0,113.76,246.71,1586.0
RUSK COUNTY,HENDERSON ISD,48401,201902,233.58,477.15,3417.0,227.24,507.0,3344.0,221.02,521.63,3414.0
CLAY COUNTY,HENRIETTA ISD,48077,39902,76.78,162.09,935.0,77.75,166.32,908.0,81.83,180.53,945.0
DEAF SMITH COUNTY,HEREFORD ISD,48117,59901,295.5,596.51,4109.0,289.62,587.1,3868.0,277.04,557.86,3967.0
BEXAR COUNTY,HERITAGE ACADEMY,48029,15815,41.06,67.05,635.0,46.82,73.7,617.0,49.5,85.29,572.0
SCURRY COUNTY,HERMLEIGH ISD,48415,208901,20.01,37.67,244.0,21.41,40.71,265.0,20.67,42.75,258.0
HAMILTON COUNTY,HICO ISD,48193,97903,51.24,86.38,605.0,53.11,89.05,569.0,56.75,97.39,604.0
HIDALGO COUNTY,HIDALGO ISD,48215,108905,221.22,515.17,3253.0,218.88,509.14,2996.0,214.24,520.97,2839.0
GALVESTON COUNTY,HIGH ISLAND ISD,48167,84903,11.96,28.91,142.0,16.24,37.55,171.0,18.1,35.2,158.0
TARRANT COUNTY,HIGH POINT ACADEMY,48439,220819,98.1,138.7,1401.0,121.53,179.55,1588.0,123.63,191.68,1431.0
NOLAN COUNTY,HIGHLAND ISD,48353,177905,21.01,43.0,239.0,22.0,44.0,218.0,23.01,45.58,226.0
DALLAS COUNTY,HIGHLAND PARK ISD,48113,57911,440.42,818.73,6840.0,455.03,857.83,6648.0,454.82,855.74,6724.0
HILL COUNTY,HILLSBORO ISD,48217,109904,163.04,286.0,2006.0,161.24,289.72,1876.0,145.75,287.71,1933.0
GALVESTON COUNTY,HITCHCOCK ISD,48167,84908,114.44,279.39,1748.0,114.53,294.63,1644.0,110.28,297.84,1717.0
BELL COUNTY,HOLLAND ISD,48027,14905,58.32,124.63,656.0,62.13,136.72,654.0,61.43,133.61,657.0
ARCHER COUNTY,HOLLIDAY ISD,48009,5902,75.72,128.46,1048.0,79.0,134.57,1069.0,81.5,141.43,1128.0
MEDINA COUNTY,HONDO ISD,48325,163904,149.57,292.18,1928.0,143.51,280.88,1823.0,140.23,281.97,1771.0
FANNIN COUNTY,HONEY GROVE ISD,48147,74907,45.13,94.13,646.0,47.35,97.47,623.0,49.03,97.4,640.0
BOWIE COUNTY,HOOKS ISD,48037,19902,73.89,138.15,908.0,72.48,143.37,844.0,73.33,153.33,886.0
HIDALGO COUNTY,HORIZON MONTESSORI PUBLIC SCHOOLS,48215,108802,84.91,199.02,1324.0,88.29,201.18,1280.0,90.77,213.74,1392.0
HARRIS COUNTY,HOUSTON GATEWAY ACADEMY INC,48201,101828,117.01,199.01,2409.0,104.0,162.0,2234.0,108.0,174.0,2082.0
HARRIS COUNTY,HOUSTON ISD,48201,101912,11967.4,25183.24,209772.0,11750.11,25017.55,196943.0,10982.91,24265.16,194607.0
GRAYSON COUNTY,HOWE ISD,48181,91905,89.67,155.44,1265.0,94.9,173.05,1224.0,96.15,178.94,1249.0
BOWIE COUNTY,HUBBARD ISD,48037,19913,9.43,17.01,107.0,9.72,18.82,77.0,9.75,17.01,69.0
ERATH COUNTY,HUCKABAY ISD,48143,72908,20.73,35.02,236.0,24.48,41.49,284.0,24.43,43.29,305.0
ANGELINA COUNTY,HUDSON ISD,48005,3902,200.07,396.89,2959.0,208.61,416.82,2773.0,212.53,428.59,2802.0
HARRIS COUNTY,HUFFMAN ISD,48201,101925,220.17,463.57,3546.0,225.65,476.89,3439.0,228.36,490.5,3569.0
CASS COUNTY,HUGHES SPRINGS ISD,48067,34903,97.77,192.72,1224.0,105.33,199.18,1121.0,110.18,209.01,1146.0
LIBERTY COUNTY,HULL-DAISETTA ISD,48291,146905,47.65,101.59,479.0,46.04,108.85,461.0,40.47,95.81,433.0
HARRIS COUNTY,HUMBLE ISD,48201,101913,2775.78,5426.1,43553.0,3123.61,5912.35,45528.0,3200.11,6065.72,48112.0
KERR COUNTY,HUNT ISD,48265,133902,15.45,30.21,204.0,16.43,32.04,184.0,18.15,33.45,209.0
ANGELINA COUNTY,HUNTINGTON ISD,48005,3904,130.11,265.61,1660.0,126.05,261.5,1572.0,123.83,250.39,1615.0
WALKER COUNTY,HUNTSVILLE ISD,48471,236902,399.67,859.84,8928.0,406.31,909.81,10858.0,409.14,895.09,15292.0
TARRANT COUNTY,HURST-EULESS-BEDFORD ISD,48439,220916,1403.08,2605.35,23686.0,1448.13,2654.03,22962.0,1438.99,2698.84,22874.0
WILLIAMSON COUNTY,HUTTO ISD,48491,246906,490.74,1012.08,7592.0,568.94,1147.44,8421.0,622.72,1242.23,8960.0
LUBBOCK COUNTY,IDALOU ISD,48303,152910,78.19,125.74,1014.0,82.36,134.74,961.0,81.56,135.84,1006.0
COLLIN COUNTY,IMAGINE INTERNATIONAL ACADEMY OF NORTH TEXAS,48085,43801,71.47,71.47,1406.0,76.51,79.51,1435.0,71.82,73.82,1386.0
JACKSON COUNTY,INDUSTRIAL ISD,48239,120905,86.94,158.72,1162.0,94.97,182.73,1195.0,98.0,181.82,1158.0
SAN PATRICIO COUNTY,INGLESIDE ISD,48409,205903,138.83,240.44,2155.0,138.75,320.38,2052.0,134.83,311.67,2000.0
KERR COUNTY,INGRAM ISD,48265,133904,80.79,167.99,1168.0,87.33,179.82,1102.0,93.68,184.39,1173.0
BEXAR COUNTY,INSPIRE ACADEMIES,48029,15808,65.74,148.42,864.0,36.91,88.62,575.0,40.45,105.64,636.0
DALLAS COUNTY,INSPIRED VISION ACADEMY,48113,57830,80.21,179.82,1353.0,78.09,191.81,1290.0,75.81,199.69,1271.0
DALLAS COUNTY,INTERNATIONAL LEADERSHIP OF TEXAS (ILTEXAS),48113,57848,1183.61,1871.73,18261.0,1263.88,2045.31,20853.0,1374.81,2216.37,20538.0
GRIMES COUNTY,IOLA ISD,48185,93903,42.52,76.04,527.0,48.82,87.08,535.0,52.01,88.31,545.0
WICHITA COUNTY,IOWA PARK CISD,48485,243903,132.03,246.91,1915.0,138.11,268.91,1898.0,138.11,266.03,1926.0
SCURRY COUNTY,IRA ISD,48415,208903,22.39,36.66,267.0,20.73,36.46,273.0,21.28,37.47,276.0
PECOS COUNTY,IRAAN-SHEFFIELD ISD,48371,186903,41.47,83.86,400.0,26.48,62.82,338.0,29.16,67.24,323.0
BOSQUE COUNTY,IREDELL ISD,48035,18906,15.49,26.54,143.0,17.0,26.3,145.0,17.0,27.41,135.0
IRION COUNTY,IRION COUNTY ISD,48235,118902,28.42,52.99,266.0,31.0,59.0,323.0,32.0,67.42,334.0
DALLAS COUNTY,IRVING ISD,48113,57912,2220.83,4027.1,33464.0,2191.87,4256.65,32682.0,2239.64,4320.93,32378.0
ELLIS COUNTY,ITALY ISD,48139,70907,51.4,111.12,602.0,55.49,122.5,621.0,55.68,126.34,647.0
HILL COUNTY,ITASCA ISD,48217,109907,55.03,113.92,691.0,51.57,108.39,616.0,57.17,110.91,628.0
JACK COUNTY,JACKSBORO ISD,48237,119902,78.63,140.07,1057.0,84.5,160.41,1062.0,83.93,158.57,1078.0
CHEROKEE COUNTY,JACKSONVILLE ISD,48073,37904,343.28,781.92,4857.0,335.18,791.02,4668.0,351.27,814.93,4743.0
WILLIAMSON COUNTY,JARRELL ISD,48491,246907,120.66,242.31,1896.0,162.35,317.22,2305.0,188.38,352.84,2885.0
JASPER COUNTY,JASPER ISD,48241,121904,179.93,388.46,2444.0,175.93,386.24,2234.0,160.61,365.83,2174.0
KENT COUNTY,JAYTON-GIRARD ISD,48263,132902,19.54,39.27,152.0,20.14,42.08,176.0,20.63,44.24,171.0
TARRANT COUNTY,JEAN MASSIEU ACADEMY,48439,57819,16.31,26.29,195.0,14.15,23.91,195.0,13.16,21.83,202.0
MATAGORDA COUNTY,JEFFERSON ISD,48315,155901,102.23,215.27,1324.0,101.43,229.05,1227.0,107.99,235.09,1163.0
JIM HOGG COUNTY,JIM HOGG COUNTY ISD,48247,124901,85.99,187.97,1156.0,80.66,165.99,1142.0,87.45,177.9,1078.0
TAYLOR COUNTY,JIM NED CISD,48441,221911,93.99,188.64,1254.0,104.27,212.42,1414.0,110.22,217.71,1578.0
SHELBY COUNTY,JOAQUIN ISD,48419,210902,54.31,109.13,671.0,52.41,104.92,671.0,54.3,110.85,682.0
BLANCO COUNTY,JOHNSON CITY ISD,48031,16901,53.66,101.93,650.0,57.23,112.33,614.0,59.24,117.87,697.0
HAMILTON COUNTY,JONESBORO ISD,48193,50909,23.0,45.77,328.0,24.9,50.96,313.0,25.38,48.81,339.0
JOHNSON COUNTY,JOSHUA ISD,48251,126905,404.41,737.22,5585.0,404.83,776.53,5490.0,410.74,799.25,5880.0
ATASCOSA COUNTY,JOURDANTON ISD,48013,7902,116.81,210.26,1607.0,121.52,227.05,1562.0,116.54,230.33,1570.0
BEXAR COUNTY,JUBILEE ACADEMIES,48029,15822,334.52,761.75,5957.0,371.82,885.15,6166.0,334.44,903.88,5764.0
BEXAR COUNTY,JUDSON ISD,48029,15916,1612.75,3270.1,22870.0,1628.06,3056.1,23825.0,1647.92,3372.33,24536.0
KIMBLE COUNTY,JUNCTION ISD,48267,134901,57.93,95.72,605.0,58.32,100.61,599.0,55.28,106.7,639.0
HARRISON COUNTY,KARNACK ISD,48203,102901,13.0,33.6,126.0,12.9,35.74,143.0,12.92,36.9,134.0
KARNES COUNTY,KARNES CITY ISD,48255,128901,93.63,216.06,1125.0,85.63,205.92,1315.0,86.61,214.4,1053.0
FORT BEND COUNTY,KATY ISD,48157,101914,5273.92,10272.95,79913.0,5881.77,11552.76,84176.0,6080.62,11833.53,88368.0
KAUFMAN COUNTY,KAUFMAN ISD,48257,129903,268.96,508.33,4045.0,271.67,522.76,4025.0,272.94,517.76,4103.0
JOHNSON COUNTY,KEENE ISD,48251,126906,86.34,159.69,1074.0,87.5,152.78,1082.0,94.27,160.54,1021.0
TARRANT COUNTY,KELLER ISD,48439,220907,2337.53,3872.26,35088.0,2508.67,4437.13,34319.0,2461.91,4338.7,34813.0
WHEELER COUNTY,KELTON ISD,48483,242905,15.42,23.92,90.0,13.01,20.01,119.0,16.45,28.39,137.0
KAUFMAN COUNTY,KEMP ISD,48257,129904,120.17,230.13,1663.0,130.2,245.31,1654.0,135.6,275.42,1692.0
KENEDY COUNTY,KENEDY COUNTY WIDE CSD,48261,131001,10.99,24.84,64.0,10.99,25.78,89.0,10.9,25.48,101.0
KARNES COUNTY,KENEDY ISD,48255,128902,60.63,135.66,735.0,60.99,128.97,725.0,62.34,128.79,733.0
HOUSTON COUNTY,KENNARD ISD,48225,113906,24.32,52.99,256.0,22.69,47.45,223.0,22.07,48.61,247.0
TARRANT COUNTY,KENNEDALE ISD,48439,220914,202.03,388.15,3074.0,207.27,395.81,2885.0,200.61,382.97,2840.0
NAVARRO COUNTY,KERENS ISD,48349,175907,48.08,94.02,585.0,48.62,104.67,570.0,53.38,111.5,552.0
WINKLER COUNTY,KERMIT ISD,48495,248901,82.62,193.4,1478.0,94.25,217.37,1275.0,88.49,207.31,1271.0
KERR COUNTY,KERRVILLE ISD,48265,133903,327.5,648.77,4957.0,313.06,652.21,4781.0,316.97,655.21,4814.0
HAYS COUNTY,KI CHARTER ACADEMY,48209,105803,21.02,44.08,176.0,34.05,73.08,276.0,40.4,76.23,281.0
GREGG COUNTY,KILGORE ISD,48183,92902,280.48,554.4,4086.0,265.82,543.24,3948.0,271.63,559.13,3887.0
BELL COUNTY,KILLEEN ISD,48027,14906,2942.67,6332.07,44974.0,2783.97,6174.34,43838.0,2628.76,6028.94,43882.0
KLEBERG COUNTY,KINGSVILLE ISD,48273,137901,206.76,448.32,3316.0,210.7,482.15,2861.0,205.44,457.49,2805.0
HARRIS COUNTY,KIPP TEXAS PUBLIC SCHOOLS,48201,227820,1361.98,2947.56,27048.0,1612.94,3379.01,31200.0,1585.99,3795.7,32321.0
JASPER COUNTY,KIRBYVILLE CISD,48241,121905,104.67,211.31,1508.0,108.0,214.02,1401.0,107.82,222.04,1452.0
HARRIS COUNTY,KLEIN ISD,48201,101915,3518.66,7046.82,53328.0,3617.09,7303.63,52824.0,3653.1,7195.45,53294.0
DAWSON COUNTY,KLONDIKE ISD,48115,58905,23.89,43.75,261.0,23.56,44.87,264.0,24.16,46.4,260.0
UVALDE COUNTY,KNIPPA ISD,48463,232901,36.26,58.11,460.0,31.62,56.65,456.0,36.04,61.58,412.0
KNOX COUNTY,KNOX CITY-O'BRIEN CISD,48275,138902,29.55,66.54,269.0,29.34,61.39,239.0,27.51,60.38,228.0
BOSQUE COUNTY,KOPPERL ISD,48035,18907,17.68,36.97,201.0,18.27,36.34,184.0,17.54,33.85,179.0
HARDIN COUNTY,KOUNTZE ISD,48199,100903,95.37,190.24,1136.0,87.55,186.15,1086.0,88.57,201.24,1127.0
SWISHER COUNTY,KRESS ISD,48437,219905,22.58,46.93,256.0,25.3,53.79,277.0,28.22,58.14,271.0
DENTON COUNTY,KRUM ISD,48121,61905,157.85,297.31,2049.0,162.04,316.81,2101.0,169.52,329.58,2217.0
DALLAS COUNTY,LA ACADEMIA DE ESTRELLAS,48113,57839,61.44,138.62,1096.0,60.95,136.14,1017.0,61.68,135.44,985.0
EL PASO COUNTY,LA FE PREPARATORY SCHOOL,48141,71807,21.0,40.07,235.0,18.0,33.0,180.0,18.25,35.7,190.0
CAMERON COUNTY,LA FERIA ISD,48061,31905,220.71,519.47,3320.0,214.72,482.73,3094.0,208.89,501.45,2911.0
JIM WELLS COUNTY,LA GLORIA ISD,48249,125906,7.5,15.5,123.0,7.51,16.51,106.0,8.0,21.0,94.0
FAYETTE COUNTY,LA GRANGE ISD,48149,75902,141.82,238.31,1915.0,141.1,244.51,1876.0,142.06,252.97,1873.0
HIDALGO COUNTY,LA JOYA ISD,48215,108912,1885.3,4222.33,28024.0,1886.46,4175.63,26638.0,1808.33,4067.78,24163.0
HARRIS COUNTY,LA PORTE ISD,48201,101916,488.8,1058.93,7384.0,482.92,1068.95,6999.0,461.23,1066.72,6938.0
ZAVALA COUNTY,LA PRYOR ISD,48507,254902,41.97,83.46,503.0,46.17,89.02,527.0,48.94,95.14,485.0
MARION COUNTY,LA VEGA ISD,48309,161906,209.66,460.07,3140.0,213.98,477.57,3069.0,205.57,483.73,3091.0
WILSON COUNTY,LA VERNIA ISD,48493,247903,219.02,438.54,3402.0,212.79,445.0,3223.0,219.47,433.68,3363.0
HIDALGO COUNTY,LA VILLA ISD,48215,108914,45.42,100.83,555.0,44.26,93.7,597.0,48.44,101.8,560.0
BEXAR COUNTY,LACKLAND ISD,48029,15913,82.45,184.56,1076.0,88.49,186.33,890.0,89.84,191.28,911.0
TRAVIS COUNTY,LAGO VISTA ISD,48453,227912,93.39,158.76,1530.0,106.13,182.06,1625.0,120.02,195.97,1808.0
DENTON COUNTY,LAKE DALLAS ISD,48121,61912,284.17,576.27,4031.0,291.61,582.31,3871.0,289.89,581.47,4004.0
HOOD COUNTY,LAKE GRANBURY ACADEMY CHARTER SCHOOL,48221,111801,4.81,11.54,77.0,4.87,7.01,71.0,1.9,3.14,51.0
TRAVIS COUNTY,LAKE TRAVIS ISD,48453,227913,602.56,1118.33,10738.0,669.87,1231.7,11001.0,673.28,1255.16,11345.0
TARRANT COUNTY,LAKE WORTH ISD,48439,220910,240.39,508.93,3371.0,254.93,540.32,3311.0,257.96,594.66,3634.0
FORT BEND COUNTY,LAMAR CISD,48157,79901,2075.88,4010.33,33444.0,2299.32,4427.93,36519.0,2383.38,4645.24,39579.0
DAWSON COUNTY,LAMESA ISD,48115,58906,121.71,306.6,1886.0,116.74,300.76,1729.0,125.67,308.11,1610.0
LAMPASAS COUNTY,LAMPASAS ISD,48281,141901,227.85,509.43,3358.0,246.5,546.46,3416.0,251.48,564.26,3423.0
DALLAS COUNTY,LANCASTER ISD,48113,57913,433.98,915.82,7348.0,435.12,876.34,7176.0,440.76,899.61,7096.0
RUSK COUNTY,LANEVILLE ISD,48401,201903,16.81,35.71,164.0,18.03,36.07,163.0,16.64,34.53,156.0
HENDERSON COUNTY,LAPOYNOR ISD,48213,107910,35.12,65.63,470.0,38.81,76.23,474.0,43.64,75.72,491.0
WEBB COUNTY,LAREDO ISD,48479,240901,1445.25,3691.06,23645.0,1489.18,3692.4,22041.0,1459.27,3671.52,19757.0
WILLACY COUNTY,LASARA ISD,48489,245901,31.99,76.66,368.0,28.06,68.83,313.0,31.48,73.97,327.0
HOUSTON COUNTY,LATEXO ISD,48225,113905,34.94,64.57,446.0,43.54,73.34,464.0,44.39,77.91,489.0
PARMER COUNTY,LAZBUDDIE ISD,48369,185904,17.64,34.77,168.0,18.53,36.81,182.0,18.73,37.98,164.0
DENTON COUNTY,LEADERSHIP PREP SCHOOL,48121,61804,69.66,100.21,1242.0,69.99,109.28,1347.0,69.6,117.42,1344.0
REAL COUNTY,LEAKEY ISD,48385,193902,27.15,53.86,290.0,26.45,53.55,286.0,24.46,58.03,329.0
WILLIAMSON COUNTY,LEANDER ISD,48491,246913,2689.95,4947.4,40031.0,2918.41,5262.49,40355.0,2970.31,5289.78,41780.0
BOWIE COUNTY,LEARY ISD,48037,19914,12.0,19.85,119.0,10.98,18.95,103.0,11.0,19.05,105.0
GRAY COUNTY,LEFORS ISD,48179,90902,14.96,29.51,163.0,18.86,33.07,169.0,19.65,35.74,177.0
DALLAS COUNTY,LEGACY PREPARATORY,48113,57846,85.08,146.85,1390.0,103.8,174.84,1513.0,111.4,182.46,1464.0
POLK COUNTY,LEGGETT ISD,48373,187906,16.99,30.49,167.0,16.0,33.95,204.0,18.57,40.61,219.0
LEON COUNTY,LEON ISD,48289,145911,62.39,117.75,746.0,60.14,115.78,735.0,58.35,117.63,717.0
FANNIN COUNTY,LEONARD ISD,48147,74909,65.17,124.52,878.0,64.37,131.79,831.0,69.17,135.23,827.0
HOCKLEY COUNTY,LEVELLAND ISD,48219,110902,219.3,439.34,2917.0,222.93,445.42,2799.0,219.25,452.74,2756.0
RUSK COUNTY,LEVERETTS CHAPEL ISD,48401,201904,25.37,46.28,252.0,25.99,46.67,237.0,25.49,44.96,245.0
DENTON COUNTY,LEWISVILLE ISD,48121,61902,3667.04,6398.02,52218.0,3691.7,6363.81,49361.0,3752.34,6383.26,49205.0
LEE COUNTY,LEXINGTON ISD,48287,144902,83.45,156.29,1026.0,81.76,149.39,1059.0,83.35,154.1,1093.0
WILLIAMSON COUNTY,LIBERTY HILL ISD,48491,246908,294.53,588.55,4390.0,369.36,694.71,5539.0,438.29,790.63,6840.0
LIBERTY COUNTY,LIBERTY ISD,48291,146906,137.1,382.64,2227.0,147.31,384.69,2227.0,137.77,371.48,2248.0
BOWIE COUNTY,LIBERTY-EYLAU ISD,48037,19908,186.94,376.27,2465.0,199.96,411.1,2282.0,197.36,416.75,2131.0
ELLIS COUNTY,LIFE SCHOOL,48139,57807,347.38,614.28,5704.0,342.04,640.0,5547.0,345.93,636.01,5558.0
BEXAR COUNTY,LIGHTHOUSE PUBLIC SCHOOLS,48029,15825,20.69,38.67,332.0,18.99,36.96,323.0,23.75,44.41,409.0
SMITH COUNTY,LINDALE ISD,48423,212903,283.57,605.03,4115.0,293.3,650.69,4148.0,302.9,668.41,4268.0
CASS COUNTY,LINDEN-KILDARE CISD,48067,34905,63.0,118.22,689.0,66.67,130.99,626.0,66.01,129.03,638.0
COOKE COUNTY,LINDSAY ISD,48097,49907,39.8,65.24,522.0,42.33,67.03,489.0,41.57,66.08,490.0
ERATH COUNTY,LINGLEVILLE ISD,48143,72909,27.05,47.56,279.0,27.0,51.09,278.0,30.87,55.58,284.0
HOOD COUNTY,LIPAN ISD,48221,111902,35.26,56.32,436.0,38.71,66.87,413.0,38.94,62.5,448.0
ORANGE COUNTY,LITTLE CYPRESS-MAURICEVILLE CISD,48361,181908,229.39,491.25,3170.0,234.33,488.36,3194.0,243.34,510.72,3233.0
DENTON COUNTY,LITTLE ELM ISD,48121,61914,469.93,868.28,7769.0,489.6,919.82,8108.0,517.8,980.84,8287.0
LAMB COUNTY,LITTLEFIELD ISD,48279,140904,95.65,198.6,1355.0,95.81,199.69,1268.0,97.09,205.4,1235.0
POLK COUNTY,LIVINGSTON ISD,48373,187907,271.21,532.17,3963.0,270.54,517.34,3804.0,247.31,511.81,4023.0
LLANO COUNTY,LLANO ISD,48299,150901,135.17,284.01,1780.0,138.95,286.42,1731.0,143.64,287.78,1881.0
